movie_name,time,year,nation,director,company,grade,genres,actors,poster_url,link_url,user_rating
아바타,161,20091217,미국,제임스 카메론,이십세기폭스필름코퍼레이션,12세이상관람가,"['SF', '액션', '어드벤처']","['샘 워싱턴', '조 샐다나', '시고니 위버']",,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164121,9.63
전우치,136,20091223,한국,최동훈,영화사 집,12세이상관람가,"['액션', '코미디', '판타지']","['강동원', '임수정', '김윤석']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1588/158852_P01_130121.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=158852,10.00
셜록 홈즈,128,20091223,미국,가이 리치,워너브러더스 코리아(주),12세이상관람가,"['미스터리', '범죄', '어드벤처']","['로버트 다우니 주니어', '주드 로']",,https://movie.naver.com/movie/bi/mi/basic.nhn?code=109168,9.49
나인,118,20091231,미국,롭 마샬,(주)시너지하우스 (시너지),15세이상관람가,"['멜로/로맨스', '뮤지컬']","['다니엘 데이 루이스', '마리옹 꼬띠아르', '페넬로페 크루즈']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1725/172551_P01_174535.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172551,7.63
앨빈과 슈퍼밴드2,88,20091230,미국,베티 토머스,이십세기폭스코리아(주),전체관람가,"['가족', '코미디', '드라마']","['저스틴 롱', '매튜 그레이 구블러', '제이슨 리']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0706/70637_P31_183105.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=70637,8.88
포켓 몬스터 DP: 아르세우스 초극의 시공으로,95,20091224,일본,유야마 쿠니히코,실버스푼,전체관람가,"['애니메이션', '어드벤처', '판타지']",['오오타니 이쿠에'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0701/70118_P00_153350.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=70118,8.52
파르나서스 박사의 상상극장,122,20091223,미국,테리 길리엄,데이비스 필름,12세이상관람가,"['판타지', '어드벤처', '미스터리']","['조니 뎁', '히스 레저', '콜린 파렐']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0473/47381_P00_095520.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=47381,5.86
러브 매니지먼트,93,20091231,미국,스티븐 벨버,(주)싸이더스,15세이상관람가,"['멜로/로맨스', '코미디']","['제니퍼 애니스턴', '스티브 잔']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0530/53021_P34_132112.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=53021,6.39
2012,157,20091112,미국,롤랜드 에머리히,센트로폴리스 엔터테인먼트,12세이상관람가,"['SF', '액션', '어드벤처']","['존 쿠삭', '아만다 피트', '올리버 플랫']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1645/164545_P01_152734.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164545,0.00
위대한 침묵,168,20091203,독일,필립 그로닝,(주)영화사 진진,전체관람가,['다큐멘터리'],[],https://ssl.pstatic.net/imgmovie/mdi/mit110/0586/58666_P13_103019.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=58666,7.94
타이탄,106,20100401,미국,루이스 리테리어,워너 브러더스 픽쳐스,12세이상관람가,"['액션', '어드벤처', '판타지']","['랄프 파인즈', '샘 워싱턴', '리암 니슨']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168090_P03_105047.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168090,7.75
육혈포 강도단,107,20100318,한국,강효진,(주)전망좋은 영화사,15세이상관람가,"['코미디', '드라마', '액션']","['나문희', '김수미', '김혜옥']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0731/73114_P34_092807.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=73114,7.56
그린 존,114,20100325,미국,폴 그린그래스,유니버셜 픽쳐스,15세이상관람가,"['드라마', '전쟁', '액션']","['맷 데이먼', '제이슨 아이삭스']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0468/46875_P02_151839.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=46875,7.70
셔터 아일랜드,138,20100318,미국,마틴 스콜세지,파라마운트 픽쳐스,15세이상관람가,"['드라마', '미스터리', '스릴러']","['마크 러팔로', '레오나르도 디카프리오']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0696/69689_P00_122646.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69689,8.33
폭풍전야,104,20100401,한국,조창호,오퍼스픽쳐스(유),청소년관람불가,"['드라마', '멜로/로맨스']","['김남길', '황우슬혜', '정윤민']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0522/52229_P05_202619.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=52229,6.72
비밀애,111,20100325,한국,권지연,(주)한컴,청소년관람불가,['멜로/로맨스'],"['유지태', '윤진서', '유현주']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1725/172588_P01_160555.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172588,0.00
이상한 나라의 앨리스,108,20100304,미국,팀 버튼,월트 디즈니 픽쳐스,전체관람가,"['판타지', '어드벤처', '가족']","['조니 뎁', '앤 해서웨이', '헬레나 본햄 카터']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1740/174004_P01_150735.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174004,0.00
의형제,116,20100204,한국,장훈,(주)쇼박스,15세이상관람가,"['드라마', '액션']","['송강호', '강동원', '전국환']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0525/52548_P43_123614.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=52548,8.86
아마존의 눈물,88,20100325,한국,김현철,(주)MBC,15세이상관람가,['다큐멘터리'],['김남길'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0733/73398_P00_120313.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=73398,8.44
사랑은 너무 복잡해,120,20100311,미국,낸시 마이어스,유니버셜 픽쳐스,청소년관람불가,"['멜로/로맨스', '코미디']","['메릴 스트립', '알렉 볼드윈', '스티브 마틴']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0511/51158_P59_175254.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51158,8.66
슈렉 포에버,93,20100701,미국,마이크 미첼,드림웍스 애니메이션,전체관람가,"['애니메이션', '코미디', '가족']","['마이크 마이어스', '카메론 디아즈', '에디 머피']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0699/69940_P54_111153.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69940,8.03
파괴된 사나이,114,20100701,한국,우민호,아이러브시네마,청소년관람불가,"['드라마', '스릴러']","['김명민', '엄기준', '박주미']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0714/71498_P65_105718.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=71498,7.71
나잇&데이,109,20100624,미국,제임스 맨골드,뉴리전시 픽쳐스,15세이상관람가,"['액션', '코미디']","['톰 크루즈', '카메론 디아즈']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1803/180341_P01_153531.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180341,0.00
포화속으로,120,20100616,한국,이재한,(주)태원엔터테인먼트,12세이상관람가,"['드라마', '전쟁']","['차승원', '권상우', '최승현']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0513/51386_P219_191242.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51386,8.23
방자전,124,20100602,한국,김대우,(주)바른손이앤에이,청소년관람불가,"['사극', '코미디', '멜로/로맨스']","['김주혁', '류승범', '조여정']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1221/122156_P00_110431.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=122156,0.00
스플라이스,103,20100701,캐나다,빈센조 나탈리,(주)미로비젼,청소년관람불가,"['SF', '공포(호러)', '스릴러']","['애드리언 브로디', '사라 폴리']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0527/52777_P27_172730.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=52777,6.07
필립모리스,97,20100701,프랑스,존 레쿼,유로파 Corp.,청소년관람불가,"['코미디', '드라마']","['짐 캐리', '이완 맥그리거']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0459/45945_P42_150329.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=45945,7.47
맨발의 꿈,121,20100624,한국,김태균,(주)캠프비,전체관람가,['드라마'],"['박희순', '고창석', '김현석']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0510/51083_P06_171506.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51083,9.27
A-특공대,119,20100610,미국,조 카나한,듄 엔터테인먼트,15세이상관람가,['액션'],"['리암 니슨', '퀸튼 잭슨', '브래들리 쿠퍼']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0505/50598_P68_080618.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=50598,8.93
섹스 앤 더 시티 2,144,20100610,미국,마이클 패트릭 킹,뉴라인 시네마,청소년관람불가,"['드라마', '멜로/로맨스', '코미디']","['사라 제시카 파커', '크리스틴 데이비스', '킴 캐트럴']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0530/53084_P67_114529.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=53084,7.75
시라노; 연애조작단,121,20100916,한국,김현석,(주)명필름,12세이상관람가,"['멜로/로맨스', '코미디']","['엄태웅', '이민정', '최다니엘']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1065/106541_P01_170426.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=106541,9.16
먹고 기도하고 사랑하라,139,20100930,미국,라이언 머피,콜럼비아 픽쳐스 코포레이션,15세이상관람가,"['드라마', '멜로/로맨스']","['줄리아 로버츠', '제임스 프랭코']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0709/70999_P46_100615.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=70999,6.50
방가? 방가!,110,20100930,한국,육상효,(주)상상역엔터테인먼트,12세이상관람가,"['코미디', '드라마']","['김인권', '김정태', '신현빈']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1717/171770_P01_170132.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171770,0.00
무적자,124,20100916,한국,송해성,핑거프린트(주),15세이상관람가,"['드라마', '액션']","['주진모', '송승헌', '김강우']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0611/61115_P31_091252.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=61115,5.60
레지던트 이블 4: 끝나지 않은 전쟁 3D,96,20100916,독일,폴 W.S. 앤더슨,콘스탄틴 필름 프로덕션,청소년관람불가,"['공포(호러)', '스릴러', '액션']","['밀라 요보비치', '웬트워스 밀러']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0537/53751_P17_114406.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=53751,6.27
해결사,100,20100909,한국,권혁재,(주)외유내강,15세이상관람가,"['액션', '스릴러']","['이영수', '설경구', '이정진']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1661/166101_P01_104532.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=166101,5.20
아저씨,119,20100804,한국,이정범,오퍼스픽쳐스(유),청소년관람불가,"['액션', '드라마']","['원빈', '김새론', '김희원']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1793/179347_P01_100905.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179347,0.00
슈퍼  배드,95,20100916,미국,피에르 꼬팽,일루미네이션 엔터테인먼트,전체관람가,"['애니메이션', '가족']","['미란다 코스그로브', '스티브 카렐', '태연']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1326/132626_P23_100529.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=132626,8.69
마루 밑 아리에티,94,20100909,일본,요네바야시 히로마사,스튜디오 지브리,전체관람가,['애니메이션'],"['시다 미라이', '카미키 류노스케', '미우라 토모카즈']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0733/73301_P25_200310.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=73301,8.12
퀴즈왕,121,20100916,한국,장진,소란플레이먼트(주),15세이상관람가,['코미디'],"['김수로', '한재석', '송영창']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0742/74269_P08_113658.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=74269,5.90
라스트 갓파더,103,20101229,한국,심형래,㈜영구아트,12세이상관람가,['코미디'],"['심형래', '마이클 리스폴리', '하비 케이틀']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0475/47531_P19_104020.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=47531,6.24
헬로우 고스트,111,20101222,한국,김영탁,(주)워터앤트리,12세이상관람가,"['코미디', '드라마']","['차태현', '강예원', '이문수']",,https://movie.naver.com/movie/bi/mi/basic.nhn?code=83368,9.75
황해,156,20101222,한국,나홍진,㈜팝콘필름,청소년관람불가,"['스릴러', '액션', '범죄']","['김윤석', '하정우', '조성하']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0699/69986_P47_160507.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69986,7.84
해리 포터와 죽음의 성물1,146,20101215,미국,데이빗 예이츠,헤이데이필름,전체관람가,"['미스터리', '판타지']","['다니엘 래드클리프', '엠마 왓슨', '루퍼트 그린트']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0679/67901_P52_160214.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=67901,8.19
트론: 새로운 시작,125,20101229,미국,조셉 코신스키,라이브플래닛,12세이상관람가,"['SF', '스릴러', '액션']","['제프 브리지스', '가렛 헤드룬드', '올리비아 와일드']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0723/72357_P28_153740.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=72357,7.31
새미의 어드벤쳐,85,20101215,벨기에,벤 스타센,엔웨이브필름,전체관람가,"['애니메이션', '어드벤처']","['멜라니 그리피스', '이사벨 퍼만', '유리 로웬탈']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0945/94506_P21_112038.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=94506,8.63
극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,97,20101223,일본,유야마 쿠니히코,이스트저팬마케팅앤커뮤니케이션,전체관람가,['애니메이션'],"['이선호', '김선혜', '문남숙']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0771/77154_P16_111823.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=77154,8.80
아메리칸,105,20101229,미국,안톤 코르빈,포커스피쳐스,청소년관람불가,"['범죄', '드라마']",['조지 클루니'],https://ssl.pstatic.net/imgmovie/mdi/mit110/1845/184580_P01_180228.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=184580,0.00
쓰리 데이즈,133,20101222,미국,폴 해기스,라이온스 게이트 필름즈,15세이상관람가,"['범죄', '스릴러', '액션']","['러셀 크로우', '엘리자베스 뱅크스']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1745/174578_P01_165936.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174578,0.00
쩨쩨한 로맨스,118,20101201,한국,김정훈,(주)크리픽쳐스,청소년관람불가,"['코미디', '멜로/로맨스']","['이선균', '최강희', '류현경']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0757/75724_P42_152655.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=75724,8.51
위험한 상견례,118,20110331,한국,김진영,(주)전망좋은 영화사,12세이상관람가,"['코미디', '멜로/로맨스']","['송새벽', '이시영', '백윤식']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1033/103381_P36_142709.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=103381,6.67
줄리아의 눈,112,20110331,스페인,기옘 모랄레스,씨너스엔터테인먼트(주),청소년관람불가,"['미스터리', '스릴러', '범죄']",['벨렌 루에다'],https://ssl.pstatic.net/imgmovie/mdi/mit110/0782/78218_P11_181235.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=78218,7.92
킹스 스피치,118,20110317,영국,톰 후퍼,(주)화앤담이엔티,12세이상관람가,['드라마'],"['콜린 퍼스', '제프리 러쉬', '헬레나 본햄 카터']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0764/76439_P00_140002.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=76439,8.29
그대를 사랑합니다,118,20110217,한국,추창민,(주)세인트 폴 시네마,15세이상관람가,['드라마'],"['이순재', '윤소정', '송재호']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1685/168506_P01_110650.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168506,10.00
마이 블랙 미니드레스,108,20110324,한국,허인무,(주)토리픽쳐스,15세이상관람가,['드라마'],"['윤은혜', '박한별', '차예련']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0711/71139_P17_153704.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=71139,6.84
월드 인베이젼,116,20110310,미국,조나단 리브스만,한국소니픽쳐스릴리징브에나비스타영화㈜,12세이상관람가,"['SF', '액션']","['아론 에크하트', '미쉘 로드리게즈', '브리짓 모나핸']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0684/68437_P08_112740.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=68437,7.53
미트 페어런츠 3,98,20110331,미국,폴 웨이츠,씨제이이앤엠(주),15세이상관람가,['코미디'],"['더스틴 호프만', '오웬 윌슨', '벤 스틸러']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0733/73340_P04_164231.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=73340,6.53
베니싱,91,20110331,미국,브래드 앤더슨,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,['미스터리'],"['존 레귀자모', '헤이든 크리스텐슨', '탠디 뉴튼']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1508/150875_P01_100450.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=150875,0.00
내 이름은 칸,128,20110324,인도,카란 조하르,필라멘트픽쳐스,12세이상관람가,['드라마'],"['샤룩 칸', '까졸']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0706/70651_P09_115117.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=70651,9.29
블랙 스완,108,20110224,미국,대런 아로노프스키,이십세기폭스코리아(주),청소년관람불가,"['드라마', '스릴러']","['나탈리 포트만', '뱅상 카셀', '밀라 쿠니스']",,https://movie.naver.com/movie/bi/mi/basic.nhn?code=184975,0.00
트랜스포머 3,152,20110629,미국,마이클 베이,씨제이이앤엠(주),12세이상관람가,"['액션', '어드벤처']","['조쉬 더하멜', '존 말코비치', '로지 헌팅턴-휘틀리']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1234/123407_P01_190651.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=123407,10.00
써니,124,20110504,한국,강형철,(주)알로하픽쳐스,15세이상관람가,"['드라마', '코미디']","['유호정', '심은경', '강소라']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1723/172391_P01_175325.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172391,2.00
풍산개,121,20110623,한국,전재홍,(주)김기덕 필름,청소년관람불가,['드라마'],"['윤계상', '김규리', '박장면']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0791/79159_P12_111135.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=79159,7.00
화이트: 저주의 멜로디,106,20110609,한국,김선,(주)두엔터테인먼트 ,15세이상관람가,['공포(호러)'],"['황우슬혜', '함은정', '강명희']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0749/74904_P37_162844.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=74904,6.82
엑스맨: 퍼스트 클래스,132,20110602,미국,매튜 본,이십세기폭스코리아(주),12세이상관람가,['액션'],"['로즈 번', '재뉴어리 존스', '마이클 패스벤더']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0763/76347_P01_134913.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=76347,9.04
쿵푸팬더 2,91,20110526,미국,여인영,씨제이이앤엠(주),전체관람가,"['애니메이션', '액션', '어드벤처']","['더스틴 호프만', '잭 블랙', '안젤리나 졸리']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0734/73411_P07_115408.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=73411,8.72
링컨 차를 타는 변호사,118,20110616,미국,브래드 퍼맨,씨너스엔터테인먼트(주),15세이상관람가,"['범죄', '스릴러']","['라이언 필립', '매튜 매커너히', '조쉬 루카스']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0806/80626_P00_113118.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=80626,8.17
음모자,123,20110630,미국,로버트 레드포드,판씨네마(주),12세이상관람가,['드라마'],"['로빈 라이트', '노먼 리더스', '케빈 클라인']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0976/97642_P07_104833.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=97642,5.75
슈퍼 에이트,112,20110616,미국,J.J. 에이브럼스,씨제이이앤엠(주),12세이상관람가,['SF'],"['조엘 코트니', '엘르 패닝']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0770/77039_P00_165752.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=77039,6.83
인 어 베러 월드,113,20110623,덴마크,수잔 비에르,㈜씨에이엔,12세이상관람가,['드라마'],"['미카엘 페르스브란트', '트린 디어홈', '율리히 톰센']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0786/78681_P00_200433.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=78681,8.80
도가니,125,20110922,한국,황동혁,(주)삼거리픽쳐스,청소년관람불가,['드라마'],"['정유미', '공유', '허재호']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0754/75413_P29_111906.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=75413,9.26
의뢰인,123,20110929,한국,손영성,청년필름(주),15세이상관람가,['스릴러'],"['박희순', '장혁', '하정우']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1801/180169_P33_141001.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180169,9.19
카운트다운,119,20110929,한국,허종호,(주)영화사봄,청소년관람불가,"['드라마', '액션']","['정재영', '전도연', '오만석']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1810/181095_P01_110443.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181095,5.53
최종병기 활,122,20110810,한국,김한민,(주)디씨지플러스,15세이상관람가,"['사극', '액션']","['박해일', '류승룡', '김무열']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0830/83084_P35_175118.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=83084,7.90
어브덕션,105,20110929,미국,존 싱글톤,필라멘트픽쳐스,15세이상관람가,"['액션', '드라마', '미스터리']","['시고니 위버', '릴리 콜린스', '테일러 로트너']",https://ssl.pstatic.net/imgmovie/mdi/mit110/1043/104364_P01_163218.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=104364,6.23
코쿠리코 언덕에서,91,20110929,일본,미야자키 고로,씨제이이앤엠(주),12세이상관람가,"['애니메이션', '멜로/로맨스']",[],https://ssl.pstatic.net/imgmovie/mdi/mit110/0834/83410_P02_152717.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=83410,6.04
파퍼씨네 펭귄들,95,20110907,미국,마크 워터스,이십세기폭스코리아(주),전체관람가,['코미디'],"['안젤라 랜스베리', '짐 캐리', '칼라 구기노']",https://ssl.pstatic.net/imgmovie/mdi/mit110/0821/82142_P03_120147.gif,https://movie.naver.com/movie/bi/mi/basic.nhn?code=82142,8.50
