movie_code,movie_name,time,year,nation,director,company,grade,genre1,genre2,genre3,actor1,actor2,actor3
20141224,경성학교: 사라진 소녀들,99,20150618,한국,이해영,청년필름(주),15세이상관람가,미스터리,드라마,,박보영,엄지원,박소담
20144741,매드 맥스: 분노의 도로,120,20150514,미국,조지 밀러,워너브러더스 코리아(주),15세이상관람가,액션,어드벤처,스릴러,톰 하디,샤를리즈 테론,니콜라스 홀트
20148846,사도,125,20150916,한국,이준익,(주)타이거픽쳐스,12세이상관람가,사극,,,송강호,유아인,문근영
20156557,탐정 : 더 비기닝,119,20150924,한국,김정훈,(주)크리픽쳐스,15세이상관람가,코미디,범죄,,권상우,성동일,박해준
20152022,인턴,121,20150924,미국,낸시 마이어스,워너브러더스 코리아(주),12세이상관람가,코미디,,,앤 해서웨이,로버트 드니로,르네 루소
20150622,메이즈 러너: 스코치 트라이얼,131,20150916,미국,웨스 볼,이십세기폭스코리아(주),12세이상관람가,액션,SF,스릴러,딜런 오브라이언,토마스 생스터,카야 스코델라리오
20148048,베테랑,123,20150805,한국,류승완,(주)외유내강,15세이상관람가,액션,드라마,,황정민,유아인,유해진
20140193,서부전선,111,20150924,한국,천성일,(주)하리마오픽쳐스,12세이상관람가,전쟁,드라마,,설경구,여진구,이경영
20154621,주온: 더 파이널,90,20151001,일본,오치아이 마사유키,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,공포(호러),,,타이라 아이리,키리야마 렌,사사키 노조미
20151421,에베레스트,121,20150924,미국,발타자르 코루마쿠르,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,어드벤처,드라마,스릴러,제이슨 클락,조슈 브롤린,키이라 나이틀리
20153025,대니 콜린스,106,20150930,미국,댄 포겔맨,(주)나이너스엔터테인먼트,15세이상관람가,드라마,,,알 파치노,아네트 베닝,제니퍼 가너
20151815,뮨: 달의 요정,85,20150924,프랑스,알렉상드르 헤보얀,씨네그루(주)다우기술,전체관람가,애니메이션,,,조슈아 J. 발라드,오마 사이,
20136068,히말라야,127,20151216,한국,이석훈,(주)제이케이필름,12세이상관람가,드라마,,,황정민,정우,조성하
20150025,내부자들: 디 오리지널,180,20151231,한국,우민호,(유)내부자들 문화전문회사,청소년관람불가,범죄,드라마,,신지수,이병헌,조승우
20154141,스타워즈: 깨어난 포스,135,20151217,미국,J.J. 에이브럼스,월트디즈니컴퍼니코리아(주),12세이상관람가,액션,어드벤처,판타지,해리슨 포드,마크 해밀,캐리 피셔
20144442,조선마술사,122,20151230,한국,김대승,위더스필름(주),12세이상관람가,드라마,,,유승호,고아라,곽도원
20154242,몬스터 호텔 2,89,20151224,미국,젠디 타타코브스키,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,,,아담 샌들러,셀레나 고메즈,케빈 제임스
20145171,대호,139,20151216,한국,박훈정,(주)사나이픽처스,12세이상관람가,사극,,,최민식,정만식,김상호
20155563,어린왕자,106,20151223,프랑스,마크 오스본,씨네그루(주)다우기술,전체관람가,애니메이션,판타지,어드벤처,제프 브리지스,레이첼 맥아담스,매켄지 포이
20157197,라스트 위치 헌터,106,20151230,미국,브렉 에이즈너,TCO(주)더콘텐츠온,15세이상관람가,액션,어드벤처,판타지,빈 디젤,일라이저 우드,로즈 레슬리
20153702,포켓몬 더 무비 XY 후파: 광륜의 초마신,79,20151223,일본,유야마 쿠니히코,(주)이수C&E,전체관람가,애니메이션,어드벤처,판타지,,,
20156807,뽀로로 극장판 컴퓨터 왕국 대모험,62,20151210,한국,박영균,(주)오콘,전체관람가,애니메이션,,,이선,이미자,함수정
20152781,배트맨 대 슈퍼맨: 저스티스의 시작,151,20160324,미국,잭 스나이더,워너브러더스 코리아(주),12세이상관람가,액션,어드벤처,판타지,헨리 카빌,벤 애플렉,에이미 아담스
20155501,주토피아,108,20160217,미국,바이론 하워드,월트디즈니컴퍼니코리아(주),전체관람가,애니메이션,액션,어드벤처,지니퍼 굿윈,제이슨 베이트먼,샤키라
20150902,대배우,108,20160330,한국,석민우,주식회사 영화사다,12세이상관람가,코미디,,,오달수,윤제문,이경영
20162161,미스컨덕트,105,20160330,미국,시모사와 신타로,(주)박수엔터테인먼트,15세이상관람가,범죄,스릴러,,알 파치노,안소니 홉킨스,조쉬 더하멜
20162001,포레스트: 죽음의 숲,93,20160330,미국,제이슨 자다,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,공포(호러),,,나탈리 도메르,테일러 키니,이오인 맥큰
20159643,글로리데이,92,20160324,한국,최정열,(주)보리픽쳐스,15세이상관람가,드라마,,,지수,김준면,류준열
20161881,부활,107,20160317,미국,케빈 레이놀즈,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,드라마,,,조셉 파인즈,톰 펠튼,
20161905,나의 그리스식 웨딩 2,94,20160330,미국,커크 존스,(주)이수C&E,15세이상관람가,코미디,,,니아 발다로스,존 코베트,엘레나 캠푸리스
20161364,귀향,127,20160224,한국,조정래,주식회사 제이오엔터테인먼트코리아,15세이상관람가,드라마,,,손숙,강하나,서미지
20161594,마음이 외치고 싶어해,119,20160330,일본,나가이 타츠유키,스튜디오 프로그레시브 인큐베이터,12세이상관람가,애니메이션,,,미나세 이노리,,
20150972,굿바이 싱글,119,20160629,한국,김태곤,호두앤유 엔터테인먼트(주),15세이상관람가,코미디,드라마,,김혜수,마동석,김현수
20163661,레전드 오브 타잔,109,20160629,미국,데이빗 예이츠,워너브러더스 코리아(주),12세이상관람가,액션,어드벤처,,알렉산더 스카스가드,마고 로비,크리스토프 왈츠
20154906,사냥,92,20160629,한국,이우철,(주)빅스톤픽쳐스,15세이상관람가,액션,,,안성기,조진웅,한예리
20150782,인디펜던스 데이 : 리써전스,119,20160622,미국,롤랜드 에머리히,이십세기폭스코리아(주),12세이상관람가,액션,어드벤처,SF,빌 풀만,리암 헴스워스,제프 골드블럼
20162941,컨저링 2,131,20160609,미국,제임스 완,워너브러더스 코리아(주),15세이상관람가,공포(호러),,,베라 파미가,패트릭 윌슨,프란카 포텐테
20159645,특별수사: 사형수의 편지,120,20160616,한국,권종관,(주)콘텐츠케이,15세이상관람가,범죄,드라마,,김명민,김상호,성동일
20144444,아가씨,144,20160601,한국,박찬욱,유한회사 아가씨에프에스,청소년관람불가,스릴러,드라마,,김민희,김태리,하정우
20162967,정글북,105,20160609,미국,존 파브로,월트디즈니컴퍼니코리아(주),12세이상관람가,어드벤처,드라마,,닐 세티,빌 머레이,스칼렛 요한슨
20163215,미 비포 유,110,20160601,미국,테아 샤록,워너브러더스 코리아(주),12세이상관람가,멜로/로맨스,드라마,,에밀리아 클라크,샘 클라플린,매튜 루이스
20090683,500일의 썸머,95,20100121,미국,마크 웹,스네이크 프리뷰,15세이상관람가,드라마,멜로/로맨스,,조셉 고든 레빗,주이 디샤넬,제프리 아렌드
20153443,아수라,132,20160928,한국,김성수,(주)사나이픽처스,청소년관람불가,범죄,액션,,정우성,김현빈,황정민
20164501,미스 페레그린과 이상한 아이들의 집,126,20160928,미국,팀 버튼,이십세기폭스코리아(주),12세이상관람가,미스터리,판타지,,에바 그린,사무엘 L. 잭슨,아사 버터필드
20168885,브리짓 존스의 베이비,122,20160928,미국,샤론 맥과이어,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,코미디,멜로/로맨스,,르네 젤위거,콜린 퍼스,패트릭 뎀시
20168891,설리: 허드슨강의 기적,95,20160928,미국,클린트 이스트우드,워너브러더스 코리아(주),12세이상관람가,드라마,,,톰 행크스,아론 에크하트,로라 린니
20159646,밀정,139,20160907,한국,김지운,(주)다크서클픽쳐스,15세이상관람가,액션,,,송강호,공유,한지민
20167839,벤허,123,20160914,미국,티무르 베크맘베토브,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,어드벤처,드라마,,잭 휴스턴,토비 켑벨,모건 프리먼
20160143,피터와 드래곤,102,20160928,미국,데이빗 로워리,월트디즈니컴퍼니코리아(주),전체관람가,어드벤처,가족,판타지,브라이스 달라스 하워드,오크스 페글리,웨스 벤틀리
20167481,맨 인 더 다크,88,20161005,미국,페드 알바레즈,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,스릴러,,,제인 레비,딜런 미네트,스티븐 랭
20168361,바다 탐험대 옥토넛 시즌4: 늪지탐험선K,57,20160928,영국,다라 오코넬,와이드 릴리즈(주),전체관람가,애니메이션,,,,,
20169764,백설공주 : 사라진 아빠를 찾아서,75,20160929,중국,벤 차오,예지림엔터테인먼트,전체관람가,애니메이션,가족,,이제인,사문영,박상훈
20161725,마스터,142,20161221,한국,조의석,영화사 집,15세이상관람가,액션,범죄,,이병헌,강동원,김우빈
20163183,로그 원: 스타워즈 스토리,133,20161228,미국,가렛 에드워즈,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,액션,어드벤처,판타지,펠리시티 존스,디에고 루나,매즈 미켈슨
20162025,씽,107,20161221,미국,가스 제닝스,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,뮤지컬,,매튜 매커너히,리즈 위더스푼,스칼렛 요한슨
20144641,판도라,135,20161207,한국,박정우,(주)씨에이씨엔터테인먼트,12세이상관람가,드라마,스릴러,,김남길,김영애,문정희
20167904,라라랜드,127,20161207,미국,데이미언 셔젤,판씨네마(주),12세이상관람가,드라마,뮤지컬,멜로/로맨스,엠마 스톤,라이언 고슬링,핀 위트록
20161872,너의 이름은.,106,20170104,일본,신카이 마코토,메가박스중앙(주)플러스엠,12세이상관람가,애니메이션,드라마,멜로/로맨스,카미키 류노스케,카미시라이시 모네,나가사와 마사미
20162727,루돌프와 많이있어,88,20161228,일본,유야마 쿠니히코,씨제이이앤엠(주),전체관람가,애니메이션,,,김율,신용우,홍범기
20162183,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,94,20161222,일본,유야마 쿠니히코,(주)이수C&E,전체관람가,애니메이션,어드벤처,판타지,,,
20152371,"당신, 거기 있어줄래요",110,20161214,한국,홍지영,(주)수필름,12세이상관람가,판타지,드라마,,김윤석,변요한,채서진
20165285,극장판 도라에몽: 신 진구의 버스 오브 재팬,103,20161221,일본,야쿠와 신노스케,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,,,채민지,김정아,최낙윤
20164721,미녀와 야수,129,20170316,미국,빌 콘돈,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,멜로/로맨스,판타지,뮤지컬,엠마 왓슨,댄 스티븐스,루크 에반스
20162181,프리즌,124,20170323,한국,나현,(주)큐로홀딩스,청소년관람불가,범죄,액션,,한석규,김래원,정웅인
20163194,공각기동대 : 고스트 인 더 쉘,106,20170329,미국,루퍼트 샌더스,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,SF,범죄,액션,스칼렛 요한슨,마이클 피트,마이클 윈코트
20151230,원라인,131,20170329,한국,양경모,(주)미인픽쳐스,15세이상관람가,범죄,,,임시완,진구,박병은
20167363,히든 피겨스,126,20170323,미국,데오도르 멜피,이십세기폭스코리아(주),12세이상관람가,드라마,,,타라지 P. 헨슨,옥타비아 스펜서,케빈 코스트너
20167902,보통사람,121,20170323,한국,김봉한,(주)트리니티엔터테인먼트,15세이상관람가,드라마,,,손현주,장혁,김상호
20167005,데스노트: 더 뉴 월드,134,20170329,일본,사토 신스케,(주)디스테이션,15세이상관람가,범죄,드라마,스릴러,히가시데 마사히로,이케마츠 소스케,토다 에리카
20167364,미스 슬로운,132,20170329,미국,존 매든,(주)메인타이틀픽쳐스,15세이상관람가,드라마,스릴러,,제시카 차스테인,구구 바샤-로,알리슨 필
20171661,아기돼지 3형제와 매직램프,78,20170323,중국,유위,(주)팝엔터테인먼트,전체관람가,애니메이션,,,,,
20179442,밤의 해변에서 혼자,100,20170323,한국,홍상수,(주)영화제작전원사 ,청소년관람불가,드라마,,,김민희,정재영,서영화
20178982,박열,128,20170628,한국,이준익,(유)박열문화전문회사,12세이상관람가,드라마,,,이제훈,최희서,김인우
20166967,트랜스포머: 최후의 기사,150,20170621,미국,마이클 베이,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,액션,어드벤처,SF,마크 월버그,안소니 홉킨스,로라 하드독
20159647,리얼,137,20170628,한국,이사랑,(주)코브픽쳐스,청소년관람불가,액션,,,김수현,성동일,이성민
20158485,옥자,120,20170629,미국,봉준호,플랜 비 엔터테인먼트,12세이상관람가,어드벤처,액션,드라마,틸다 스윈튼,제이크 질렌할,폴 다노
20166488,미이라,110,20170606,미국,알렉스 커츠먼,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,액션,어드벤처,판타지,톰 크루즈,소피아 부텔라,애나벨 월리스
20166384,하루,90,20170615,한국,조선호,(주)라인필름,15세이상관람가,스릴러,,,김명민,변요한,유재명
20176961,지랄발광 17세,105,20170628,미국,켈리 프레몬,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가,코미디,드라마,,헤일리 스테인펠드,우디 해럴슨,카이라 세드윅
20162343,악녀,123,20170608,한국,정병길,(주)앞에있다,청소년관람불가,액션,,,김옥빈,신하균,성준
20178121,부니베어: 로거빅 컴백홈 프로젝트,68,20170629,중국,정량,예지림엔터테인먼트,전체관람가,애니메이션,,,박상훈,홍진욱,윤세웅
20175821,언더더씨,71,20170622,미국,에반 트라멜,(주)팝엔터테인먼트,전체관람가,애니메이션,,,김연우,황창영,김경희
20175222,킹스맨: 골든 서클,140,20170927,미국,매튜 본,이십세기폭스코리아(주),청소년관람불가,액션,어드벤처,코미디,콜린 퍼스,줄리안 무어,태런 에저튼
20174142,아이 캔 스피크,118,20170921,한국,김현석,주식회사 영화사 시선,12세이상관람가,코미디,,,나문희,이제훈,박철민
20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,89,20170927,일본,우시로 신지,씨제이이앤엠(주),전체관람가,애니메이션,,,박경혜,홍범기,김현지
20170364,레고 닌자고 무비,101,20170928,미국,찰리 빈,워너브러더스 코리아(주),전체관람가,애니메이션,액션,코미디,,,
20154909,살인자의 기억법,118,20170906,한국,원신연,(주)쇼박스,15세이상관람가,범죄,스릴러,,설경구,김남길,설현
20171962,킬러의 보디가드,118,20170830,미국,패트릭 휴즈,(주)제이앤씨미디어그룹,15세이상관람가,액션,코미디,,라이언 레이놀즈,사무엘 L. 잭슨,셀마 헤이엑
20171090,베이비 드라이버,112,20170914,영국,에드가 라이트,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가,액션,범죄,스릴러,안셀 엘고트,케빈 스페이시,릴리 제임스
20172627,리틀 프린세스 소피아 : 신비한 섬,63,20170928,미국,제이미 미첼,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션,어드벤처,가족,김미랑,서지연,사문영
20173945,인비저블 게스트,106,20170921,스페인,오리올 파울로,(주)더블앤조이픽쳐스,15세이상관람가,범죄,미스터리,스릴러,마리오 카사스,안나 와게너,호세 코로나도
20166132,김광석,81,20170830,한국,이상호,(주)씨네포트,15세이상관람가,다큐멘터리,,,김광석,이상호,신종민
20150976,신과함께-죄와 벌,139,20171220,한국,김용화,리얼라이즈픽쳐스(주),12세이상관람가,판타지,드라마,,하정우,차태현,주지훈
20170590,1987,129,20171227,한국,장준환,(주)우정필름,15세이상관람가,드라마,,,김윤석,하정우,유해진
20170402,강철비,139,20171214,한국,양우석,(주)와이웍스엔터테인먼트,15세이상관람가,액션,드라마,,정우성,곽도원,김갑수
20179462,위대한 쇼맨,104,20171220,미국,마이클 그레이시,이십세기폭스코리아(주),12세이상관람가,드라마,뮤지컬,,휴 잭맨,잭 에프런,미쉘 윌리엄스
20174965,극장판 포켓몬스터 너로 정했다!,97,20171221,일본,유야마 쿠니히코,(주)이수C&E,전체관람가,애니메이션,어드벤처,가족,,,
20176082,몬스터 패밀리,92,20171221,독일,호거 태프,씨네그루(주)키다리이엔티,전체관람가,애니메이션,,,에밀리 왓슨,닉 프로스트,
20176947,원더,113,20171227,미국,스티븐 크보스키,CGV아트하우스,전체관람가,드라마,,,줄리아 로버츠,오웬 윌슨,제이콥 트렘블레이
20174846,뽀로로 극장판 공룡섬 대모험,78,20171207,한국,김현호,(주)오콘,전체관람가,애니메이션,,,이선,이미자,함수정
20177479,극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리,65,20171228,일본,모리와키 마코토,(주)박수엔터테인먼트,전체관람가,애니메이션,,,,,
20170443,스타워즈: 라스트 제다이,151,20171214,미국,라이언 존슨,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,액션,어드벤처,판타지,마크 해밀,캐리 피셔,아담 드라이버
20180804,곤지암,94,20180328,한국,정범식,(주)하이브미디어코프,15세이상관람가,공포(호러),스릴러,,위하준,박지현,오아연
20171122,레디 플레이어 원,139,20180328,미국,스티븐 스필버그,워너브러더스 코리아(주),12세이상관람가,액션,SF,어드벤처,마크 라이런스,사이먼 페그,올리비아 쿡
20170669,지금 만나러 갑니다,131,20180314,한국,이장훈,(주)무비락,12세이상관람가,멜로/로맨스,,,소지섭,손예진,김지환
20154908,7년의 밤,123,20180328,한국,추창민,(주)바른손,15세이상관람가,스릴러,드라마,,류승룡,장동건,송새벽
20174603,퍼시픽 림: 업라이징,110,20180321,미국,스티븐 S. 드나이트,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,액션,어드벤처,SF,존 보예가,스콧 이스트우드,케일리 스패니
20181366,미니특공대X,67,20180322,한국,이영준,(주)삼지애니메이션,전체관람가,애니메이션,,,엄상현,전태열,이소영
20178522,콜 미 바이 유어 네임,131,20180322,이탈리아,루카 구아다니노,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,청소년관람불가,드라마,멜로/로맨스,,티모시 샬라메,아미 해머,마이클 스털버그
20181621,막달라 마리아: 부활의 증인,119,20180328,영국,가스 데이비스,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,드라마,,,루니 마라,호아킨 피닉스,치웨텔 에지오포
20173962,소공녀,106,20180322,한국,전고운,광화문시네마,15세이상관람가,멜로/로맨스,드라마,,이솜,안재홍,이고운
20170841,리틀 포레스트,103,20180228,한국,임순례,(주)영화사수박,전체관람가,드라마,,,김태리,류준열,문소리
20185341,마녀,125,20180627,한국,박훈정,(주)영화사 금월,15세이상관람가,미스터리,액션,,김다미,조민수,박희순
20178161,탐정: 리턴즈,116,20180613,한국,이언희,(주)크리픽쳐스,15세이상관람가,코미디,범죄,,권상우,성동일,이광수
20179086,쥬라기 월드: 폴른 킹덤,127,20180606,미국,후안 안토니오 바요나,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,액션,어드벤처,SF,크리스 프랫,브라이스 달라스 하워드,제프 골드블럼
20172469,허스토리,120,20180627,한국,민규동,(주)수필름,12세이상관람가,드라마,,,김희애,김해숙,예수정
20184903,오션스8,110,20180613,미국,게리 로스,워너브러더스 코리아(주),12세이상관람가,액션,범죄,,산드라 블록,케이트 블란쳇,앤 해서웨이
20184721,시카리오: 데이 오브 솔다도,122,20180627,미국,스테파노 솔리마,㈜코리아스크린,15세이상관람가,액션,범죄,드라마,조슈 브롤린,베니치오 델 토로,이사벨라 모너
20185001,빅샤크: 매직체인지,73,20180627,중국,헤 질리,와이드 릴리즈(주),전체관람가,애니메이션,,,이제인,장병관,김사라
20184845,미드나잇 선,91,20180621,미국,스콧 스피어,씨네그루(주)키다리이엔티,12세이상관람가,멜로/로맨스,,,벨라 손,패트릭 슈왈제네거,롭 리글
20179383,독전,123,20180522,한국,이해영,(주)용필름,15세이상관람가,범죄,액션,,조진웅,류준열,김주혁
20162002,명탐정 코난: 순흑의 악몽,111,20160803,일본,시즈노 코분,씨제이이앤엠(주),12세이상관람가,애니메이션,미스터리,어드벤처,,,
20176122,안시성,135,20180919,한국,김광식,(주)영화사수작,12세이상관람가,사극,액션,,이태진,조인성,신현숙
20177308,협상,114,20180919,한국,이종석,(주)제이케이필름,15세이상관람가,범죄,,,현빈,손예진,김상호
20172204,명당,126,20180919,한국,박희곤,(주)주피터필름,12세이상관람가,사극,,,조승우,지성,김성균
20167903,원더풀 고스트,96,20180926,한국,조원희,(주)데이드림엔터테인먼트,12세이상관람가,코미디,드라마,범죄,마동석,김영광,이유영
20189262,더 넌,96,20180919,미국,코린 하디,워너브러더스 코리아(주),15세이상관람가,공포(호러),,,타이사 파미가,데미안 비쉬어,보니 아론스
20185046,서치,102,20180829,미국,아니쉬 차간티,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,드라마,,,존 조,데브라 메싱,
20189067,미쓰백,97,20181011,한국,이지원,영화사 배,15세이상관람가,드라마,,,한지민,김시아,이희준
20189743,파이널 포트레이트,90,20180927,영국,스탠리 투치,(주)팝엔터테인먼트,15세이상관람가,드라마,,,제프리 러쉬,아미 해머,실비 테스튀
20179189,암수살인,109,20181003,한국,김태균,(주)필름295,15세이상관람가,범죄,드라마,,김윤석,주지훈,문정희
20188242,타샤 튜더,104,20180913,일본,마츠타니 미츠에,(주)마노엔터테인먼트,전체관람가,다큐멘터리,,,,,
20180290,아쿠아맨,143,20181219,미국,제임스 완,워너브러더스 코리아(주),12세이상관람가,액션,,,제이슨 모모아,앰버 허드,니콜 키드먼
20170658,PMC: 더 벙커,124,20181226,한국,김병우,(주)퍼펙트스톰필름,15세이상관람가,액션,,,하정우,이선균,제니퍼 엘
20185485,보헤미안 랩소디,134,20181031,미국,브라이언 싱어,이십세기폭스코리아(주),12세이상관람가,드라마,,,라미 말렉,조셉 마젤로,마이크 마이어스
20186281,범블비,113,20181225,미국,트래비스 나이트,롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,액션,어드벤처,SF,헤일리 스테인펠드,파멜라 애들론,존 시나
20184187,언니,93,20190101,한국,임경택,필름에이픽쳐스,청소년관람불가,액션,,,이시영,박세완,이준혁
20175547,스윙키즈,133,20181219,한국,강형철,(주)안나푸르나필름,12세이상관람가,드라마,,,도경수,박혜수,자레드 그라임스
20183785,점박이 한반도의 공룡2 : 새로운 낙원,93,20181225,한국,한상호,(주)드림써치C&C,전체관람가,애니메이션,,,박희순,라미란,김성균
20182421,그린치,89,20181219,미국,스콧 모시어,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,코미디,,베네딕트 컴버배치,,
20183479,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,103,20181219,일본,타카하시 와타루,씨제이이앤엠(주),전체관람가,애니메이션,,,박영남,강희선,김환진
20168773,마약왕,139,20181219,한국,우민호,(주)하이브미디어코프,청소년관람불가,범죄,드라마,,송강호,조정석,배두나
20176103,돈,115,20190320,한국,박누리,(주)사나이픽처스,15세이상관람가,범죄,,,류준열,유지태,조우진
20185352,어스,116,20190327,미국,조던 필,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,공포(호러),스릴러,,루피타 뇽,윈스턴 듀크,엘리자베스 모스
20183773,장난스런 키스,122,20190327,대만,프랭키 첸,오드,12세이상관람가,멜로/로맨스,,,왕대륙,임윤,
20181877,캡틴 마블,123,20190306,미국,애너 보든,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,액션,어드벤처,SF,브리 라슨,사무엘 L. 잭슨,벤 멘델슨
20196025,덤보,111,20190327,미국,팀 버튼,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,가족,판타지,,콜린 파렐,마이클 키튼,대니 드비토
20197846,악질경찰,127,20190320,한국,이정범,청년필름(주),청소년관람불가,범죄,드라마,,이선균,전소니,박해준
20180825,미성년,95,20190411,한국,김윤석,(주)영화사레드피터,15세이상관람가,드라마,,,염정아,김소진,김혜준
20198146,콜레트,112,20190327,영국,워시 웨스트모어랜드,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,드라마,,,키이라 나이틀리,도미닉 웨스트,엘리너 톰린슨
20166301,썬키스 패밀리,105,20190327,한국,김지혜,(주)영화사두둥,15세이상관람가,가족,멜로/로맨스,코미디,박희순,진경,황우슬혜
20197987,더 길티,88,20190327,덴마크,구스타브 몰러,(주)팝엔터테인먼트,12세이상관람가,스릴러,,,야곱 세데르그렌,,
